"mvbcf_1k_pehe1","mvbcf_1k_pehe2","mvbcf_0.5k_pehe1","mvbcf_0.5k_pehe2","mvbcf_0.25k_pehe1","mvbcf_0.25k_pehe2","mvbcf_0.1k_pehe1","mvbcf_0.1k_pehe2","mvbcf_0.05k_pehe1","mvbcf_0.05k_pehe2","mvbcf_1k_rmse1","mvbcf_1k_rmse2","mvbcf_0.5k_rmse1","mvbcf_0.5k_rmse2","mvbcf_0.25k_rmse1","mvbcf_0.25k_rmse2","mvbcf_0.1k_rmse1","mvbcf_0.1k_rmse2","mvbcf_0.05k_rmse1","mvbcf_0.05k_rmse2","mvbcf_1k_mape1","mvbcf_1k_mape2","mvbcf_0.5k_mape1","mvbcf_0.5k_mape2","mvbcf_0.25k_mape1","mvbcf_0.25k_mape2","mvbcf_0.1k_mape1","mvbcf_0.1k_mape2","mvbcf_0.05k_mape1","mvbcf_0.05k_mape2","mvbcf_1k_tau_951","mvbcf_1k_tau_952","mvbcf_0.5k_tau_951","mvbcf_0.5k_tau_952","mvbcf_0.25k_tau_951","mvbcf_0.25k_tau_952","mvbcf_0.1k_tau_951","mvbcf_0.1k_tau_952","mvbcf_0.05k_tau_951","mvbcf_0.05k_tau_952","mvbcf_1k_tau_951w","mvbcf_1k_tau_952w","mvbcf_0.5k_tau_951w","mvbcf_0.5k_tau_952w","mvbcf_0.25k_tau_951w","mvbcf_0.25k_tau_952w","mvbcf_0.1k_tau_951w","mvbcf_0.1k_tau_952w","mvbcf_0.05k_tau_951w","mvbcf_0.05k_tau_952w"
0.686811754818587,0.98820284576405,0.624921280601257,0.930278090411242,0.738712745890077,0.986526938313721,1.09762375110815,1.70636776509514,1.27671020818907,2.01581814239714,1.88484560173496,4.97223946484255,1.8260279532485,5.00405589653335,1.89631429934822,5.07670437212288,1.92238167052054,5.1566621517787,2.06751295999123,5.21911090358655,3.16416992038378,1.00948728017626,3.25772382160071,1.04591532013753,3.37232205364904,1.12928257775865,3.36129251822967,1.16751829217371,3.37133290847017,1.37035523378919,0.866,0.86,0.851,0.8,0.819,0.739,0.592,0.405,0.498,0.475,1.5523259182291,1.75951242448992,1.30989635424008,1.62672539451626,1.59063218101035,1.67630397377773,1.42567849106064,1.6853179777511,1.46982901831584,1.58407050066893
0.465254073480897,0.731196621864058,0.593602906315126,0.855212132322403,0.672460952977018,0.928803157787521,1.01981982556778,1.58194135170112,0.886491443435464,1.28074400071556,1.91035506560655,5.07147262271516,1.91303408828591,5.1587138258584,1.91371118056901,5.08391339950429,1.95397142537192,5.19226290520158,1.92901346665919,5.10934178800752,3.44735286134046,1.2100684294202,3.62357692513986,1.61157559568873,3.5438331452979,1.42668557840979,3.47254714645951,1.38123946189525,3.27459205426711,1.48362694532433,0.923,0.825,0.745,0.696,0.746,0.691,0.548,0.487,0.54,0.524,1.391346246995,1.50807919593774,1.33386914316633,1.57995077412695,1.40592025999927,1.7292224767768,1.20808994984827,1.62742712190506,1.17147729626916,1.62211411953876
0.572958329329536,0.9041007319301,0.684583801399967,1.02869708454064,0.80756246347775,1.19438720950492,0.91461201327993,1.42062331654287,0.987990011207689,1.54740648187572,1.82075681520671,5.11667920473978,1.90415181627061,5.18449986335655,1.94299158705366,5.15104881298709,2.01205254524879,5.30460815170273,2.07718966610161,5.17100433288119,3.50388122894381,1.787757991849,3.54496274509494,1.50311377725287,3.40032445991226,1.55923811927528,3.40518462025167,1.45238323129887,3.51624235230289,1.79489566770805,0.887,0.803,0.767,0.539,0.776,0.713,0.712,0.608,0.6,0.463,1.51928474172202,1.59645442372139,1.31781492097839,1.44195057784882,1.64673660828298,1.7251693648779,1.63650076753393,2.1442043219863,1.26253290592519,1.68977009075251
0.563028167453497,0.830584799201122,0.572867974675006,0.701764840704344,0.660968524265033,1.21019790044191,0.96901289036825,1.50657478202086,0.760763658963442,1.11766066792609,1.83256974005037,4.91897189621724,1.83670349616488,4.94323908931608,1.72264979645998,4.78963941673088,1.86733396485081,4.92381680256247,1.83630134849886,4.88479771564981,4.7418868493905,1.22505059553269,4.99049496022751,1.18840925581935,5.08769175483614,1.40907640566428,4.61786153049909,1.49059173339905,4.36282288523338,1.44132033833536,0.884,0.811,0.744,0.837,0.822,0.686,0.616,0.476,0.561,0.607,1.56356390503165,1.98027238832757,1.29513171284756,1.69654536376292,1.41306978531142,1.93548996174059,1.48282648853478,1.75660369432779,1.17070092018241,1.74176065238075
0.553463314676668,0.849120279046201,0.527648514011219,0.814737537427932,0.518961031117479,0.815975681872279,1.07015515354032,1.68744846385119,1.16479701623047,1.6033552303756,1.86534339729894,5.18430523083172,1.7821372866322,5.06475890410851,1.8149552700909,5.01574967831565,1.85983282114753,5.06889141806091,2.04996258323245,5.30386705845881,10.5693541448792,1.34595893660525,9.67671298202756,1.36974681122594,10.599372206217,1.18582913698743,8.80777609663279,1.18657957894842,11.5135724303493,1.39779799426555,0.911,0.816,0.897,0.848,0.858,0.805,0.678,0.688,0.529,0.506,1.33850408725738,1.45739947165294,1.32866015340949,1.49935226949051,1.18986503829243,1.24632470432939,1.34334132002052,2.40539952854039,1.19248667062614,1.45820640872883
0.474297648847665,0.746883078809143,0.481768501902237,0.692480018052599,0.533933852738306,0.80456057254266,0.728699579782258,1.16524414036554,1.10356209201793,1.74041439927183,1.83618481686533,4.98103486012222,1.93061378566314,5.03104018070603,1.93089029299391,5.11537676047151,2.06038042767842,5.17110710320606,2.05772726041203,5.1785871055729,4.10190191169665,1.86311858567074,4.01659251469715,1.78999192784423,3.86319551775631,1.97688883805423,3.80289839793113,2.01684465665248,3.19395279794019,1.89279652543117,0.893,0.811,0.909,0.85,0.895,0.812,0.785,0.508,0.452,0.414,1.45106716301255,1.67629962565428,1.37464924684302,1.60409828846379,1.47041018695901,1.5976737671093,1.5318088021627,1.90816901164136,1.37456723407204,1.75602590211752
0.607370250052269,0.960202262068447,0.652002676286271,1.09476590098247,0.683212736579409,1.00475854240074,0.700417055626743,1.18914398488648,0.82244050303667,1.42564506284093,1.80086531799898,5.10080266218705,1.75591171892611,5.10014820478323,1.82208191942514,5.17623336860111,1.8661283715919,5.16714855678884,1.88011006331082,5.13905402212727,3.29095740359174,0.891333009150689,3.29248784370654,0.860897286088462,3.26719734431748,0.864629080596304,3.16506696834444,0.875027729707474,3.41446985834047,0.931270225149908,0.812,0.797,0.784,0.749,0.832,0.747,0.74,0.576,0.699,0.378,1.65518103737437,1.86347473305617,1.63844981746073,1.59951024791416,1.65587605727597,1.65762393053068,1.43113292149983,1.62104683457781,1.179146978924,1.39402882665975
0.507671665039703,0.888381269292435,0.569794412298931,0.890886752295805,0.508419420512016,0.975826963992654,0.734643951051238,1.15214112312946,1.13916765824031,1.74484439215013,1.77581034180174,4.95891484943318,1.8473377550955,5.05182012604662,1.82417585827904,4.94333600099877,1.77533953895467,4.87499922540036,1.99342423928367,5.14671014392019,5.34547899592624,1.18291138467957,5.38649263308252,1.26882235363208,5.79305611629843,1.36421264903829,5.79924656648791,1.27112396282393,5.19631609356225,1.41303812153269,0.921,0.804,0.876,0.782,0.949,0.777,0.727,0.712,0.506,0.429,1.37667428415132,1.7839104482268,1.45396652918822,1.57899184854365,1.3728315299601,1.6510084020417,1.29456105155413,1.80531972110148,1.37980212605628,1.68276717763663
0.580154013273539,0.866184671801795,0.682658219710272,1.09456452347668,0.563491380146524,0.841598654522242,0.679667457893465,1.06930030860971,0.993534307880069,1.53626407589156,1.82125044945411,5.18306273149425,1.80402567631667,5.09667172175659,1.73093976508849,5.06486269119965,1.81638023557854,5.12064749741513,1.91354334592923,5.19566830496332,2.24800313087402,1.17623744098141,2.33593626752438,1.27666787378686,2.25733674107304,1.2711882200889,2.25459794676477,1.44194486295502,2.24782578894829,1.30899547100607,0.792,0.701,0.663,0.521,0.829,0.768,0.656,0.742,0.594,0.267,1.41639851708634,1.58326495317661,1.31074523433616,1.4152950100473,1.21364282363506,1.18385692982739,1.33740275394167,1.83535679237382,1.23272621808994,1.17662383681184
0.778050999930661,1.19602131276072,0.72073409744118,1.06159089887716,0.678759445565717,1.00756846198762,0.845038761709738,1.30505501842845,0.924616441144612,1.70045346071219,1.76074710420218,4.97827635919223,1.76171085147716,4.9561691438505,1.80625557300843,4.99959100281477,1.77298738521025,4.95679470654171,1.95017344506462,5.20681956145071,4.29413788628446,2.93728496431749,4.08524575138343,2.19040829521221,4.49231951932004,1.61276680645264,4.38804319003585,1.65605790170334,4.40728830600925,2.74290603075803,0.763,0.696,0.86,0.762,0.795,0.722,0.658,0.599,0.648,0.46,1.75677955623763,1.91523105076316,1.68792571645398,1.83210676393415,1.39318883453568,1.43671823240442,1.58099738972872,1.68816401450079,1.50891171115647,1.79560503370443
