"bcf_1k_pehe1","bcf_1k_pehe2","bcf_0.5k_pehe1","bcf_0.5k_pehe2","bcf_0.25k_pehe1","bcf_0.25k_pehe2","bcf_0.1k_pehe1","bcf_0.1k_pehe2","bcf_0.05k_pehe1","bcf_0.05k_pehe2","bcf_1k_rmse1","bcf_1k_rmse2","bcf_0.5k_rmse1","bcf_0.5k_rmse2","bcf_0.25k_rmse1","bcf_0.25k_rmse2","bcf_0.1k_rmse1","bcf_0.1k_rmse2","bcf_0.05k_rmse1","bcf_0.05k_rmse2","bcf_1k_mape1","bcf_1k_mape2","bcf_0.5k_mape1","bcf_0.5k_mape2","bcf_0.25k_mape1","bcf_0.25k_mape2","bcf_0.1k_mape1","bcf_0.1k_mape2","bcf_0.05k_mape1","bcf_0.05k_mape2","bcf_1k_tau_951","bcf_1k_tau_952","bcf_0.5k_tau_951","bcf_0.5k_tau_952","bcf_0.25k_tau_951","bcf_0.25k_tau_952","bcf_0.1k_tau_951","bcf_0.1k_tau_952","bcf_0.05k_tau_951","bcf_0.05k_tau_952","bcf_1k_tau_951w","bcf_1k_tau_952w","bcf_0.5k_tau_951w","bcf_0.5k_tau_952w","bcf_0.25k_tau_951w","bcf_0.25k_tau_952w","bcf_0.1k_tau_951w","bcf_0.1k_tau_952w","bcf_0.05k_tau_951w","bcf_0.05k_tau_952w"
0.866937532065163,1.05366841735596,1.03346137933409,1.29239315314622,1.14337986026404,1.64640526837254,1.29982294606053,1.86499924668136,0.867220005116461,0.952099856447874,1.76023251503839,1.9452591245599,1.8405843276765,2.12382165292144,1.97387876399816,2.35003926476447,2.14406792835524,2.50919846705587,1.70191352110202,1.84599341676663,1.33109028436901,1.44532002826895,1.41760961460893,1.59732451262089,1.47882093451388,1.67363981574086,1.63342621243952,1.68808028266743,1.32282417627391,1.33044241981616,0.955,0.986,0.924,0.939,0.896,0.892,0.839,0.847,0.945,0.98,3.31763605039566,4.68604666272366,3.37566496110582,4.72178561897446,3.44280189720644,4.56093973960517,3.52258659907831,4.49954955852939,3.25261364074188,4.44436166427382
0.915057273545575,1.05274511695115,0.99966071514858,1.30918031379532,1.11089449594156,1.6122596766206,1.20829827162965,1.86083170936433,0.878670197360613,0.98345287210831,1.84647902687417,2.15059265430147,1.92019653270657,2.34779890501335,2.06230132550564,2.60144801152268,2.30169399897116,2.78743172584601,1.7568911432432,2.07473968230711,1.49766182904675,2.01758184326115,1.51978900910835,2.14237447215166,1.61078055927403,2.2921480056835,1.72455297230819,2.32307039498922,1.41428242338151,1.91619599904461,0.931,0.974,0.931,0.951,0.863,0.877,0.854,0.826,0.947,0.98,3.24680199349794,4.64406246047489,3.42817202852308,4.90308550922077,3.54505186779518,4.82701793668727,3.63073009187591,5.13749915452077,3.12088850708168,4.56442420600738
0.908816017094897,1.26582387352451,1.02500912472415,1.47372764707872,1.233451064869,1.71550725969872,1.40860733929822,1.86107329502236,0.833257903759674,1.17454492308213,1.8116326502593,2.13288428506762,1.9003139952685,2.26363700638714,2.04094753815905,2.46184106938046,2.24532424220595,2.63369373020645,1.72047546718984,2.04224400408077,1.29003939341009,1.49219532845045,1.347315596958,1.55865748696607,1.44870028795115,1.64107954118485,1.62109670033558,1.67654109716118,1.21061146066761,1.4566795132178,0.945,0.941,0.918,0.905,0.866,0.833,0.799,0.798,0.95,0.951,3.3648680875704,4.29953905532944,3.48686037416355,4.43034014872842,3.53103643183306,4.54348337179224,3.68889316479743,4.46211547824966,3.21024358711952,4.12157669319822
0.784892741651087,1.05401792354959,0.903546727136462,1.18983322638851,1.020492305794,1.4988970157117,1.12052155127375,1.77035205977865,0.76593962887533,0.8617462198288,1.73714013256303,1.97221302249857,1.88473548417424,1.99803003544159,1.99981676346402,2.22036401830982,2.12003116448456,2.42187445392844,1.73139215168422,1.8489099027892,1.51769105030138,1.43951365220877,1.68360761639022,1.44338797776333,1.82310972905043,1.58134447228357,1.94233765680103,1.73496554090448,1.52297243359282,1.35644169189677,0.987,0.993,0.948,0.976,0.952,0.933,0.904,0.812,0.973,0.987,3.17547454372988,4.41175215322596,3.36653260003874,4.59878671225725,3.63207480420777,4.73962845172034,3.68829868161579,4.46645263283904,3.08295164917342,4.14656851520533
0.9235130886302,1.21575681439036,1.06463790478126,1.39817291063869,1.30531471444734,1.8177802330494,1.4420580817586,2.03941527697447,0.852019271081808,1.09743818542807,1.72948462247183,1.89398351498613,1.83819525826768,1.99117245235578,1.94883338515748,2.25294720051545,2.1395076372266,2.43413494080766,1.65078638948289,1.80117774630629,4.03579088756372,1.33435871276894,3.93226279543796,1.36296342483019,3.15859864996848,1.61069075149468,3.18432766050893,1.79358304264173,4.01579712099011,1.28142831519589,0.938,0.971,0.915,0.967,0.871,0.9,0.803,0.807,0.94,0.979,3.39721446148848,4.61344957992109,3.41062374950229,4.70915909687915,3.50578332752475,4.78373134877553,3.76501739028537,4.46451649648668,3.17278647517016,4.32822125519854
0.930547072733497,0.870514933241793,0.962405354463363,1.19032490232175,1.10067715273012,1.48300817615995,1.18325069320409,1.70561606029258,0.833979453415234,0.742996266805992,1.90159395827278,2.01414780099788,1.95842855039614,2.15327359054366,2.10483066877988,2.37175885172549,2.25939117598108,2.61569091815655,1.83000642484291,1.89377765993694,1.46909790080609,2.05172480227791,1.49429799262829,2.2354687884533,1.58786172573366,2.4989908570957,1.70097528334658,2.86460192277999,1.38460121345187,2.00859686083344,0.95,0.991,0.942,0.976,0.916,0.948,0.881,0.883,0.968,0.993,3.36771819994363,4.58181558746225,3.37024599784835,4.76943219254294,3.39068872207739,4.73273807423161,3.62832774947587,4.98275676958733,3.21956391777149,4.36554674251822
0.829141321519665,1.14163671836925,0.987101610605493,1.3320988058614,1.08088687930032,1.61685569078012,1.20390136635609,1.86958477572864,0.814604163635899,0.998629960114943,1.75154545274634,1.97775214331944,1.86304428717049,2.06853844984997,1.99666357564457,2.29155820101432,2.17824564018317,2.52003378955209,1.68017524128074,1.8428227000322,1.0396894246271,1.00810652446768,1.13047265542769,1.04366199042529,1.21357566024651,1.13394761469416,1.3253496035465,1.19609466567431,0.995382292240612,0.947905767000883,0.961,0.967,0.928,0.957,0.917,0.903,0.887,0.826,0.959,0.977,3.41681555680589,4.24257842787711,3.65086042661784,4.4608738771225,3.86501048314122,4.38556815109819,3.90098905384676,4.61218004344032,3.35154193057795,4.14302485786606
0.867899194268987,1.20155937148363,0.964904508929799,1.48671573865797,1.06380841115575,1.63229520749255,1.20606075810291,1.92118049906622,0.81267407187184,1.18763436783328,1.76105767194556,1.8823344111151,1.85357992506866,2.03958167059681,1.98001491946231,2.20823278048952,2.19579689300428,2.47853796293212,1.64828495149238,1.83043842015162,1.30067968730908,1.28427655651024,1.33248991797627,1.40370618696925,1.47003700695994,1.54141195034849,1.67536201050901,1.62774777134975,1.24169090061832,1.21336775329963,0.941,0.969,0.932,0.951,0.906,0.889,0.86,0.816,0.96,0.977,3.0613864246028,4.54740459712442,3.23389078167572,4.80452249130716,3.4481912896954,4.68178608672561,3.67357814869144,4.72412590097169,3.00522824893316,4.64665837859777
0.677743534044944,1.11702266415011,0.843111543525515,1.34441714309367,0.975070203524459,1.57648369685983,1.13419884819264,1.74032106663874,0.63720836023017,1.04614847189213,1.77880555144258,1.90847377774,1.90648226437768,2.05424724996467,1.98742494544504,2.1735861097111,2.11902975656538,2.39240824666171,1.73416659851725,1.88127507508545,0.850303392249681,1.41164130162401,0.898339555975358,1.47112574207216,0.914883311291993,1.47474596307966,0.975949267234597,1.56496566384516,0.833686369965663,1.37405788849955,0.979,0.953,0.97,0.932,0.95,0.852,0.882,0.803,0.992,0.966,3.17572528728195,3.90557644156924,3.10621151960888,4.02057705423815,3.30925395174584,3.86750491669103,3.31761337384541,3.8597370511783,3.04621807237674,3.82648817506626
1.13137932580241,1.16249983396514,1.2519147043602,1.41115584785437,1.341317231733,1.71932642893799,1.47729643970513,1.8580360352023,1.0562515821451,1.08684403425614,1.90155792691426,1.92904405915909,1.95858189955626,2.10013518138392,2.1090711242307,2.29048636604314,2.31465819766916,2.51034247000504,1.77331468849633,1.85309302798194,1.8419434263453,2.51067636482572,1.95883365183159,2.81949240372485,2.11401462086618,2.98357522757109,2.29235600159603,4.00382788391159,1.81319914925648,2.5442292190867,0.891,0.973,0.844,0.951,0.823,0.87,0.827,0.809,0.915,0.969,3.3591996592771,4.69311025049835,3.59615712426163,4.75772297657325,3.80569269380336,4.59640029919072,4.19138651746452,4.6145738119043,3.26121592675865,4.41192403513683
