"bcf_1k_pehe1","bcf_1k_pehe2","bcf_0.5k_pehe1","bcf_0.5k_pehe2","bcf_0.25k_pehe1","bcf_0.25k_pehe2","bcf_0.1k_pehe1","bcf_0.1k_pehe2","bcf_0.05k_pehe1","bcf_0.05k_pehe2","bcf_1k_rmse1","bcf_1k_rmse2","bcf_0.5k_rmse1","bcf_0.5k_rmse2","bcf_0.25k_rmse1","bcf_0.25k_rmse2","bcf_0.1k_rmse1","bcf_0.1k_rmse2","bcf_0.05k_rmse1","bcf_0.05k_rmse2","bcf_1k_mape1","bcf_1k_mape2","bcf_0.5k_mape1","bcf_0.5k_mape2","bcf_0.25k_mape1","bcf_0.25k_mape2","bcf_0.1k_mape1","bcf_0.1k_mape2","bcf_0.05k_mape1","bcf_0.05k_mape2","bcf_1k_tau_951","bcf_1k_tau_952","bcf_0.5k_tau_951","bcf_0.5k_tau_952","bcf_0.25k_tau_951","bcf_0.25k_tau_952","bcf_0.1k_tau_951","bcf_0.1k_tau_952","bcf_0.05k_tau_951","bcf_0.05k_tau_952","bcf_1k_tau_951w","bcf_1k_tau_952w","bcf_0.5k_tau_951w","bcf_0.5k_tau_952w","bcf_0.25k_tau_951w","bcf_0.25k_tau_952w","bcf_0.1k_tau_951w","bcf_0.1k_tau_952w","bcf_0.05k_tau_951w","bcf_0.05k_tau_952w"
0.868792391245413,1.0095068853979,0.96818121705947,1.24756251021816,1.0768275311177,1.50845406804355,1.0875104493924,1.59814533033347,0.81625193289348,0.928610922068443,1.57549270630254,1.85824387358563,1.80375877644788,1.79050415637077,2.0771108328566,1.95556186938145,1.80012147557376,1.92867990802095,1.63058052177817,1.81863592357518,1.24470071230012,1.3894732243872,1.41188069111785,1.25565101101924,1.62429319254771,1.41250506208101,1.39635924952473,1.2439617037699,1.31672328859129,1.35028202071411,0.922,0.965,0.85,0.934,0.805,0.853,0.781,0.821,0.939,0.973,2.78391772498601,3.82334015984195,2.46511975999732,3.82041460078284,2.59647728123208,3.74574343992499,2.4296759322027,3.92911525505667,2.84731526719373,3.7816254241956
0.930331959625033,1.05485717317764,1.02838877443404,1.1851709788173,1.04956635932975,1.35892929922324,1.08834429148697,1.59974064028144,0.968079151758612,0.999894198573835,1.76380530340242,2.01199647788961,1.8627019519012,2.07746024748794,1.77189213320467,2.10979504270872,1.76279184228705,2.51383215888064,1.99860586072697,1.9460950434471,1.59102690097075,1.85925555900264,1.66839514810978,1.93684352507977,1.58659210458797,1.98718408562084,1.51623202390207,2.53139822333452,1.84580073275829,1.77765985751346,0.884,0.956,0.788,0.952,0.754,0.891,0.758,0.812,0.852,0.981,2.7029653461649,3.9435615009252,2.40321655337406,4.28657036374054,2.33002045832243,4.05601261748053,2.08124514798739,4.12888976006414,2.55333899843629,4.05367478332409
0.82554527142056,1.28882165897646,0.882122636197812,1.25312738184284,0.988098730839767,1.65317716822375,1.07406312553033,1.80944425624633,0.776223447528851,1.1901481123612,1.67723170879145,2.15699059067346,1.6744867650495,1.96886155237641,1.74106377309811,2.12246598602822,1.85190511698767,2.54337944740818,1.66292335713043,2.04966520712002,1.20441559996336,1.52163494008494,1.15101473087006,1.39498992282594,1.31183332717295,1.47747703793092,1.42241559602523,1.73809549651857,1.21173851751619,1.43446167795459,0.945,0.867,0.932,0.881,0.848,0.705,0.74,0.646,0.948,0.922,2.74523832310807,3.45944930504713,2.68814984049722,3.57265040112716,2.58014330976875,3.02101535097337,2.3414981328944,3.16989886096791,2.67917277634497,3.4576109543964
0.806314572151966,1.09982584182692,0.956429479265801,1.07384148957797,0.987267856828769,1.35617563911953,1.01582705507254,1.65671586844669,0.797026702965057,1.04407511586082,1.63490662774016,1.83811843030477,2.05330260646023,1.87150907380728,1.75281380869053,1.9362213845331,2.00882238824669,2.0275434666819,1.84501604165783,1.80053495728196,1.39726450371846,1.38042115533625,1.9410977118308,1.35102242995742,1.55818598767743,1.44070675632772,1.71755763883069,1.40408289549272,1.63500629709723,1.25416753405239,0.912,0.962,0.869,0.983,0.934,0.879,0.783,0.797,0.943,0.969,2.52832954884665,3.64401587990001,2.62122911490278,4.05034600347447,3.16608822969777,3.70408966594254,2.47561390041782,4.04207801958171,2.69206212290568,3.7192517216498
0.86298657305736,1.30118004448956,0.886874205443722,1.36961825941619,0.916610246420491,1.76719363873604,1.09664473017252,1.77712877712238,0.772817317083895,1.11078521354017,1.58678954762946,1.73314539220891,1.64001975786987,2.02891211400973,1.63474605413931,2.12069164986059,1.71510920582606,2.07148797593208,1.55870008032509,1.69290013074519,3.86876161794893,1.22552359069757,4.45334078871319,1.60496935333957,3.82426811007524,1.66875595598545,3.77966791359865,1.55682691846869,3.94094542304504,1.25673403795264,0.916,0.967,0.877,0.934,0.872,0.708,0.772,0.725,0.935,0.967,2.72882571197521,3.7396913720612,2.52467969376986,3.93418603726036,2.76097161841817,2.99917896017098,2.18580807232718,3.32611426398032,2.59975357187149,3.58999466147973
0.83370718566169,0.842186924057312,0.958122011303421,0.908184332258487,1.03741108238241,1.39915449252639,1.09379184173599,1.27194989451048,0.832285982627374,0.662392870352535,1.80066885701337,1.68102411812251,1.88551645717582,1.85000695576822,1.99007556547787,2.22396832745715,2.38898031332129,2.21308181313595,1.85176499724807,1.63528680012734,1.44708661466316,1.87320720371702,1.4652990518009,2.19011785552848,1.58879783258672,2.67591260794188,2.03655598191853,2.52487612837602,1.4294482580882,1.77191813810661,0.94,0.976,0.903,0.967,0.854,0.868,0.753,0.949,0.947,0.988,2.95650103128738,3.72898457647488,2.80212221518712,3.77214233008122,2.6144913835761,4.00025155836432,2.53047553219098,4.20807424983994,2.9100223168951,3.68242042851313
0.858632591626078,0.997636275895193,1.0051228275368,1.17298614737799,1.02890570327298,1.15369566891072,1.10508897513314,1.40505319331741,0.824208723477091,0.931283058628261,1.68039119633333,1.7602759587389,1.96695499674449,1.78270313791226,1.77244218651323,1.77296102545058,1.79401586237206,2.0599412486419,1.67216096263766,1.6891727524025,1.0026725188664,0.890389168468064,1.214029413686,0.937238620207495,1.12068097571531,0.855988643304494,1.12927441073533,1.01901884737343,0.993907617502529,0.858474396215722,0.911,0.948,0.816,0.92,0.809,0.886,0.754,0.853,0.932,0.958,2.56864713433286,3.74478963676503,2.50491809364338,3.86351526654911,2.61562986081305,3.49408043392621,2.5355339357248,3.75889664666952,2.720032614696,3.63249852371049
0.878275519321871,1.35694252599216,1.0549562150312,1.38557161200169,1.00270737727303,1.66104711871459,1.04191419701005,1.75799548597914,0.821797577302488,1.19022943678121,1.61972889347052,1.796909104726,1.93595755274499,2.05302832253895,1.63831904685753,1.88221159896119,1.74436132930428,1.97001925832719,1.56758936787325,1.72846308834054,1.37485287052601,1.17079727186889,1.43820849426609,1.42494641328396,1.36716590384019,1.20655245004403,1.37632082731149,1.24666397327385,1.22129748060325,1.11571528333625,0.882,0.944,0.752,0.912,0.855,0.829,0.748,0.81,0.932,0.964,2.49622735066579,3.95928557573585,2.34558021397762,3.94683108894714,2.72620428763022,3.90485486578406,2.35357878729205,4.32707860535313,2.63767748667677,4.00932760426413
0.710007460304576,1.09832194241394,0.726261396527115,1.18363739147382,0.909066409021764,1.45764513957851,0.958519950439579,1.38274951242619,0.617142678830508,1.05233593737288,1.72296517297196,1.76044353936836,1.73029144070322,1.8086119863564,1.83936448924371,1.86981546528847,1.67333654905681,1.89791454764616,1.58790164455939,1.84369987807143,0.854222910055788,1.22872388884451,0.85691477448313,1.32327659449142,0.891937235725911,1.30458220314304,0.834437544874565,1.34577073271004,0.802226211739112,1.41777958214634,0.972,0.918,0.974,0.899,0.892,0.75,0.913,0.766,0.992,0.946,2.61555289155902,3.44368662686402,2.74833347707847,3.51026013786127,2.49816516157405,3.41402770308021,2.88150886521559,3.28821839300609,2.73344035644833,3.47636594663472
1.07751823696767,1.3777433734315,1.12547918796648,1.37187434575918,1.12338648034782,1.55781351680582,1.1887138205141,1.47280973115877,1.01648197138502,1.19965027507566,1.80724531601938,1.81480693874928,2.06532227621413,1.83945543603364,1.91625334941024,1.9717114798482,1.85682690983171,1.99964668259921,1.75091613230658,1.85051710209989,1.99986141522806,2.19727504374623,1.89106103784661,2.29279893740223,1.92125878936647,2.3813821993246,1.96332436297306,3.23731473772509,1.74102051315832,2.31085451966186,0.84,0.939,0.794,0.9,0.794,0.851,0.749,0.823,0.933,0.926,2.73582127767854,4.20716958731037,2.7451190115084,4.02063408960058,2.76144516936344,3.98144140519504,2.83076903569017,3.81018845674203,2.95285542185486,4.00850751232158
