"mvbcf_1k_pehe1","mvbcf_1k_pehe2","mvbcf_0.5k_pehe1","mvbcf_0.5k_pehe2","mvbcf_0.25k_pehe1","mvbcf_0.25k_pehe2","mvbcf_0.1k_pehe1","mvbcf_0.1k_pehe2","mvbcf_0.05k_pehe1","mvbcf_0.05k_pehe2","mvbcf_1k_tau_951","mvbcf_1k_tau_952","mvbcf_0.5k_tau_951","mvbcf_0.5k_tau_952","mvbcf_0.25k_tau_951","mvbcf_0.25k_tau_952","mvbcf_0.1k_tau_951","mvbcf_0.1k_tau_952","mvbcf_0.05k_tau_951","mvbcf_0.05k_tau_952","mvbcf_1k_tau_951w","mvbcf_1k_tau_952w","mvbcf_0.5k_tau_951w","mvbcf_0.5k_tau_952w","mvbcf_0.25k_tau_951w","mvbcf_0.25k_tau_952w","mvbcf_0.1k_tau_951w","mvbcf_0.1k_tau_952w","mvbcf_0.05k_tau_951w","mvbcf_0.05k_tau_952w"
38.4326856051333,10.072738761733,37.4976921901222,9.58839085490408,38.5907764359069,9.61985214753874,37.0542952447546,11.3664146481812,39.6348301445467,9.6964631096833,0.048,0.882,0.104,0.925,0.051,0.907,0.082,0.739,0.099,0.802,38.7399637508255,33.0785869795053,42.2989944770328,32.0360147351496,38.025073784082,29.6037539155562,34.7866854471889,28.3526404722533,37.3481564723203,28.1087423415962
41.4473214802318,5.05322148781147,42.5271844180531,5.48115822880267,42.5997518947395,5.32268603413665,41.2345403566637,5.66824759729419,43.8741534044295,5.75947002458297,0.004,1,0.015,1,0.001,1,0.043,0.989,0.078,0.978,39.2511239782004,37.9351484097341,40.4272597633191,39.7552145874334,37.069814071281,37.9860256761308,36.8289875510373,32.002509754455,44.1740446400537,30.7390018573879
36.4139077888481,9.29800362016783,36.3425583270338,9.68483397238694,37.4014937717835,10.6086214859113,36.1002648575534,9.13875432379998,35.3938893036443,8.86079293517298,0.058,0.915,0.024,0.916,0.048,0.792,0.04,0.889,0.028,0.94,37.7936875992542,32.7998889685685,33.8808664865624,33.2536091805922,35.4125635216267,31.5643186991036,33.2751681186595,29.60932360606,31.5378379350546,31.8546612256702
44.4377472571208,8.78718051837221,45.1287929723815,8.64709586723887,44.9780896795826,9.53356235410793,42.3292984592452,10.5854042816705,48.4006573059156,10.0698635126313,0.096,0.963,0.034,0.953,0.077,0.903,0.094,0.84,0.1,0.839,46.6576935303878,35.1892324734356,43.7442678234562,32.5032591789318,46.9600341571493,32.5610240338122,44.283883583561,31.7715492551645,34.8192102139655,28.0559904090173
35.1853785343546,7.45307132244153,36.6827244955304,7.44296089569513,35.6186833505569,8.80465453961802,35.0769593837477,8.6818201382915,34.628973607284,8.42181582597605,0.056,0.991,0.03,0.996,0.055,0.953,0.045,0.803,0.065,0.835,39.4451816020944,32.1971499679812,39.0317692938179,32.6193407629039,36.9172082323718,30.4909415524737,35.178867247657,24.5846555645577,28.3127414153572,27.9966267067835
45.8652125728526,8.54102496214983,44.9535805909633,8.74439285180248,46.7027335928908,10.0384136282456,42.7683352218912,7.97511893329193,47.8681478373135,7.91808797308428,0.007,0.982,0.011,0.963,0.007,0.879,0.001,0.923,0.001,0.962,40.9654767993045,37.7304148842604,40.741239193722,35.3139418132679,35.9232803923405,33.0328442276311,34.5233044822824,32.0248582925111,28.7624484588789,29.6581345926456
40.7720267184361,8.7419195993537,40.6450766785534,9.27576083687438,40.8522638389328,9.16267812268312,40.4888305816089,8.63161254109226,38.4239774754506,9.65832217733366,0.067,0.947,0.009,0.904,0.025,0.883,0.023,0.9,0.001,0.708,42.3368107655894,30.920837097248,38.0338362819792,30.5055878074865,38.8355847127211,27.900344372398,34.5155989198166,29.6035148482513,24.4276541307393,22.5068046136026
36.371613743573,8.73239294730794,34.8113234660911,8.35848605507406,35.9727085347627,8.33255211408076,31.8699768028064,9.06014280632474,35.5373747510934,11.1719679461683,0.034,0.953,0.036,0.986,0.018,0.966,0.027,0.825,0.014,0.862,35.4106710903753,33.9633109759915,35.717101308601,34.4177813323952,31.6861873656584,33.8820968363425,28.1923043960941,25.1922113082131,29.3524162542566,30.6753864313307
38.2288896962804,5.13735798333648,40.0305591806324,5.01731598563526,38.8654404040614,5.67530714794073,36.091000744328,6.09370424971475,44.1106092733912,6.10621014187925,0.009,1,0.001,1,0.001,0.997,0.02,0.987,0,0.943,44.4435840268726,37.2436387078389,41.2384259910638,35.7907578201447,40.0196324279248,31.2521900651434,39.4483492091791,32.2764048235748,35.2284344910752,26.2291179282546
34.1187244825852,8.86503820016336,33.025683057947,9.05300584745359,31.3154111360731,9.27905684160161,31.8710297069982,9.11953534102472,35.2482317576126,9.33956233239896,0.03,0.946,0.058,0.892,0.078,0.916,0.05,0.911,0.051,0.885,36.1131954462094,30.6937071649803,36.7826151320913,29.8242786582353,35.5494411537563,31.9880359724555,32.7324390104162,32.3575224869181,34.0958428456138,32.1484174718924
