"bcf_1k_pehe1","bcf_1k_pehe2","bcf_0.5k_pehe1","bcf_0.5k_pehe2","bcf_0.25k_pehe1","bcf_0.25k_pehe2","bcf_0.1k_pehe1","bcf_0.1k_pehe2","bcf_0.05k_pehe1","bcf_0.05k_pehe2","bcf_1k_tau_951","bcf_1k_tau_952","bcf_0.5k_tau_951","bcf_0.5k_tau_952","bcf_0.25k_tau_951","bcf_0.25k_tau_952","bcf_0.1k_tau_951","bcf_0.1k_tau_952","bcf_0.05k_tau_951","bcf_0.05k_tau_952","bcf_1k_tau_951w","bcf_1k_tau_952w","bcf_0.5k_tau_951w","bcf_0.5k_tau_952w","bcf_0.25k_tau_951w","bcf_0.25k_tau_952w","bcf_0.1k_tau_951w","bcf_0.1k_tau_952w","bcf_0.05k_tau_951w","bcf_0.05k_tau_952w"
8.00662142520025,9.06343353924268,8.47585300896583,10.0916830860309,10.4775110084253,9.43869880414527,23.1933729145245,25.4892849216339,34.8059148803459,9.41912429067956,1,1,1,1,1,1,0.952,1,0.953,0.999,55.849570289953,76.8129131494986,86.9185662817784,63.4345991968339,98.2043651681358,68.5124542425446,125.816608780418,138.904121472044,120.91371705827,55.8823917005504
9.22673506670155,9.73206434088757,9.49163552748734,10.0470959783454,9.22264816931324,12.4392515492543,23.7401952995766,6.92046919345426,7.40128094820312,6.38604647425992,1,1,1,1,1,1,1,1,1,1,71.5666476459435,73.5074074260088,110.298164231211,106.928824471095,80.3221462306224,130.449621647801,82.2396698690629,75.6137608183282,136.078675204768,101.400471562179
12.7510781033512,8.97522928103572,15.5650532916534,7.51313218850868,12.6884793131138,7.77879180319059,15.6096784116077,7.70588204347346,24.3814552759986,21.0530378426854,0.905,1,0.903,1,0.967,1,0.688,1,0.45,1,40.3455258245706,93.990590791362,42.5339014789325,69.5484701086193,50.3975313952042,79.9150141560428,39.3089993655549,66.6585496330098,43.1314971695264,165.11410570229
12.3640097136212,8.02165800081334,12.2630676217146,8.10035896579445,8.30723682510886,8.13049816053742,7.27029331743833,27.0595962006892,12.0161734120708,10.3854225984451,1,1,1,1,1,1,1,1,1,0.999,110.906180040056,57.6187400397166,123.427258159182,79.5909677876351,157.06544353775,112.62706232612,189.395353962686,103.03233503858,93.3782337603357,71.7586867503705
10.9322073352869,9.09359988831525,7.90543639490695,8.56190708302893,8.7356044224328,8.57964382982094,29.9734571744673,45.635513738352,26.1419676203799,8.44974112432535,0.992,1,1,0.998,1,1,0.892,0.692,1,1,56.1530183434215,67.0524108472975,85.3091163827361,57.4269136336024,135.020486464988,92.6136152376706,90.4833838873023,153.179511118308,154.934351496676,60.3143902492268
6.97828922727021,10.3414438907683,7.21374969163953,9.30915074501653,8.11614260738507,13.3636553881976,41.3017161147841,15.9469327076052,13.1967288489003,10.4629312721323,1,1,1,1,1,1,1,0.996,0.958,0.996,77.9172249569206,80.518765541117,96.4558936138846,68.989052364996,91.9123504769208,109.81347043788,143.441990749066,80.4531788735073,52.7774486012809,78.7781520457991
8.02889503073731,10.1064296490652,6.23401300040946,8.86477279371045,8.10683675441754,15.0770963367266,23.2074184940098,49.1400317361862,29.149658668024,41.5068483142236,1,0.997,1,1,1,1,1,0.254,0.241,0.326,79.3237873027674,62.3786436074136,66.9983803523085,73.1608325010756,55.3909189629091,94.2600680885862,95.0235955062129,90.9553604546069,40.2848023323101,103.166002119033
7.52647999895341,13.9532835722739,8.40541081216119,15.6423046760677,7.89693382564358,17.9224981635774,18.6109287811467,24.2698910363072,13.9738113341724,12.2251104010232,1,0.967,1,1,1,0.967,1,0.405,0.724,1,57.4175337235022,50.9975773922098,68.3949600183542,82.7671725512464,64.1234758124205,59.5147981457594,115.844128357391,43.4930029289647,28.9164197018864,148.632797959777
10.3140987381054,6.34420684400108,10.7871940758663,6.49728588197551,9.35344535291155,5.29444339833147,16.9031435414911,6.29959745274176,7.99065876374952,4.87297733101199,0.991,1,0.996,1,1,1,1,1,1,1,54.3760175409754,67.9775527548591,75.241830451681,73.7397002937469,82.5588435107285,74.3038526689459,124.082899824928,111.543732737124,104.747656939731,61.4421315432366
11.2957043575691,14.3388915372747,12.6152134954938,13.6761178669509,10.287754136189,13.5149547202147,21.2948858301912,26.0031031489359,9.90100694572066,11.6092167761215,1,0.876,0.991,0.974,0.999,1,1,0.782,1,1,68.2273155289085,49.5700860617697,64.5578441550775,55.1529446139711,74.8277722849933,79.6544531888462,118.865561605932,62.6305531307084,61.6906453188911,70.791876549427
