"mvbcf_1k_pehe1","mvbcf_1k_pehe2","mvbcf_0.5k_pehe1","mvbcf_0.5k_pehe2","mvbcf_0.25k_pehe1","mvbcf_0.25k_pehe2","mvbcf_0.1k_pehe1","mvbcf_0.1k_pehe2","mvbcf_0.05k_pehe1","mvbcf_0.05k_pehe2","mvbcf_1k_tau_951","mvbcf_1k_tau_952","mvbcf_0.5k_tau_951","mvbcf_0.5k_tau_952","mvbcf_0.25k_tau_951","mvbcf_0.25k_tau_952","mvbcf_0.1k_tau_951","mvbcf_0.1k_tau_952","mvbcf_0.05k_tau_951","mvbcf_0.05k_tau_952","mvbcf_1k_tau_951w","mvbcf_1k_tau_952w","mvbcf_0.5k_tau_951w","mvbcf_0.5k_tau_952w","mvbcf_0.25k_tau_951w","mvbcf_0.25k_tau_952w","mvbcf_0.1k_tau_951w","mvbcf_0.1k_tau_952w","mvbcf_0.05k_tau_951w","mvbcf_0.05k_tau_952w"
10.3689660073887,13.10349562642,12.120613604047,11.7422876078102,11.7003858820308,7.96174802954582,13.7861838032808,14.3378589831505,12.0968917048557,10.1590285783798,0.954,0.926,0.983,0.991,0.985,0.997,0.957,0.961,0.97,0.994,46.275675054968,50.0465917715724,62.5671570047103,62.846577236862,59.2128727941423,56.833321794937,60.5080048558822,57.9728723558876,57.5843301830815,53.9744618884003
11.5605684822411,9.33435030362576,11.7208035365497,10.5436483066243,11.3866615436576,5.78598187526019,12.2814392525117,7.42722713864539,13.9596694273946,6.82394410221541,0.976,0.991,0.951,0.973,0.973,1,0.973,0.999,0.938,1,56.6174297368934,54.3561145862905,54.2086612571321,57.3483070664267,55.9962712269221,57.6786988228005,58.9763592395651,53.4358443171768,59.2287877706101,52.1809133188351
10.3471377634551,10.1947623842574,8.90049533906484,10.2833709285011,10.6533490210548,8.46557501162904,10.8488822301589,7.39413171012321,10.3821144945408,7.88934069275786,0.972,0.987,0.988,0.985,0.988,0.996,0.969,1,0.985,0.997,50.8348824575494,51.5351052229521,52.0360155073519,57.5490282244536,50.7915317908598,52.5667154741651,56.932227109472,61.1947554804197,61.6034538773831,61.8021659481282
11.656258794113,9.62469505070694,9.84574754678082,10.4245149277989,9.94927998283043,8.93424696357619,8.78692777543666,8.18716161103129,9.75601001072712,9.39426041690937,0.978,0.992,0.979,0.957,0.995,0.984,0.996,0.996,0.996,0.98,57.4874992498914,58.1355704371642,52.494874503287,46.1316911753778,54.9994582122669,49.2838054672328,58.4268282066547,51.9803723198598,63.3769596130055,53.7754455983695
10.1911131220328,7.35350489359374,7.08550403293379,8.41432121076334,8.20967151290288,8.18682528791218,5.93046191080327,8.23589022444856,6.3276678859279,7.99654172933364,0.985,0.999,1,0.998,1,0.996,1,0.994,1,0.999,55.0039303354466,45.3954168725744,56.5449920843682,49.8479559354985,57.460799851825,51.3878132838386,54.2869012763622,47.8868659818592,54.8302866637585,51.1279893811881
8.18872696714183,8.3480333806581,9.27692323872827,10.1818665879191,10.6631729181034,9.85039649663871,9.9490215229155,8.63533047762392,9.77104607719261,13.295445678474,0.999,0.993,0.999,0.993,0.972,0.979,0.987,0.99,0.994,0.948,61.1125570182664,56.6624809217617,61.0674531507686,59.5605502211354,52.1188218464789,50.4998693671453,53.7565932488143,55.4278820901041,58.7919857450639,53.4678444361387
8.10514735627301,7.42141759789724,10.4022685369776,9.87256342777757,9.65365164476254,9.57015196351484,8.44110432144338,10.0030414191055,8.96862259222275,9.92116391221309,1,0.999,0.987,0.964,0.98,0.982,0.986,0.957,0.988,0.98,54.7360628561554,60.114345040318,50.7420746164877,48.1942748004179,50.2739220592988,46.7935887030488,53.6564359784811,45.1053387627327,53.6950570414983,53.6441549374549
8.35706496479806,15.6220196084511,9.51298755212914,13.0249527076888,7.80471932986869,13.5846983290181,9.51572835986273,13.6765222783237,9.13412597872649,14.0228621346948,0.997,0.837,0.97,0.888,1,0.958,0.984,0.932,0.992,0.951,52.6086158087048,51.5354444148392,44.5204077130646,48.770460605265,58.4975092856811,57.7098074051784,49.7388432408525,52.5194780309375,55.6933108887997,59.5948651602515
11.0161335490779,8.02292455768332,10.3607337444708,6.17046994773156,8.96940646613676,7.64993573519616,9.89432726139167,6.85859193661152,10.0148590280605,6.89311716860894,0.976,0.988,0.994,1,0.999,1,0.996,1,0.994,0.999,56.1439568079081,47.1509055813921,52.3638406877996,51.8442677281836,56.5631614447804,57.6206416674859,58.8218742444865,65.0728383163946,58.0001792944297,50.9787582694467
7.26693108034053,13.8279180089163,9.61155531796193,12.4646126194916,10.6428261864657,13.1566541282752,10.9939395143733,13.0949315657114,10.5933852464233,13.813307623086,1,0.934,0.997,0.952,0.995,0.975,0.972,0.943,0.986,0.911,56.9565703875748,52.5244664543621,56.9317948792092,53.347191870525,59.5319544982626,57.0730955902686,52.6732153453886,51.5255024106986,57.4734922118457,52.3029194419986
9.1858137291959,10.0077635765626,10.3728430718996,13.3709209995977,7.820054089849,13.8143142588432,10.3185928653875,12.5748377994489,9.09485066268993,11.4390296432416,0.991,0.996,0.967,0.919,0.987,0.94,0.979,0.98,0.999,0.973,53.3452465556552,52.8240817904193,50.3659797805061,50.7075263077082,43.3537503037704,46.7552496494986,55.2029202582452,52.6915860699903,57.0598279876945,50.1246704197306
9.28900230485774,9.9124749533807,8.01455723053587,11.5969015833358,6.45884725491133,13.50264061241,8.38954758121552,10.956826620226,10.2115093128784,8.87397093151187,0.997,0.995,0.982,0.907,1,0.898,0.999,0.986,0.993,0.968,53.6127570679632,50.3993765474296,45.9681939908512,42.8320775761319,55.2802136837032,51.7019305296737,56.3922738186609,53.9746519949825,54.492491926694,49.1944242612096
10.060991018397,15.1386322517038,9.41711815756902,15.4899863358237,11.2282054239566,17.0470174814923,11.9396711616825,15.5408613391588,10.5807465674087,14.6226739617166,0.982,0.903,0.999,0.931,0.979,0.803,0.961,0.917,0.982,0.913,56.8873778802311,49.5747293520243,59.555871666854,54.9687387912956,54.7576069771027,52.3331535957103,60.3260864929169,57.1888252751804,54.4765815039627,54.7307079964933
8.06566217624297,9.38811159499171,9.89566372204209,8.90457111466596,10.154059203769,7.47327895366285,7.28647523482283,8.1938378056318,10.1727317647551,10.3099199236212,1,0.986,0.981,0.992,0.982,0.995,0.999,0.99,0.984,0.984,53.1277060099559,49.756993379164,52.9831367386031,52.5552640505821,50.9547994843041,50.1613978758056,52.7593676683359,49.6870665731768,52.3098555691874,52.2730423896617
19.4668490982895,12.4140134624066,17.4397012538299,10.9526476977341,18.2500203985231,16.8557332889478,17.0848013827732,10.6903891755886,15.8635170797892,9.00773630071364,0.814,0.93,0.88,0.99,0.856,0.953,0.889,0.97,0.927,0.997,58.7141641402768,53.5595260871465,59.457377441342,55.2238490354096,57.1412329169575,59.5811669938833,54.0695303984625,56.2463122615097,57.0580112998383,53.7184331208347
